0.103808	1
0.103808	1201
1.10381	1
1.10381	1201
1.10781	2401
1.31171	3601
1.31171	4801
1.31581	6001
1.31581	7201
1.31581	8401
1.31971	9601
1.31971	10801
1.32361	12001
1.32361	13201
1.32361	14401
1.32751	15601
1.32751	16801
1.32751	18001
1.32751	19201
1.32751	20401
1.33141	21601
1.33141	22801
1.33141	24001
1.33141	25201
1.33141	26401
1.33531	27601
1.33531	28801
1.33531	30001
1.33531	31201
1.33531	32401
1.33531	33601
1.33531	34801
1.33921	36001
1.33921	37201
1.33921	38401
1.33921	39601
1.33921	40801
1.33921	42001
1.34311	43201
1.34311	44401
1.34311	45601
1.34311	46801
1.34311	48001
1.34311	49201
1.34311	50401
1.34701	51601
1.34701	52801
1.34701	54001
1.34701	55201
1.34701	56401
1.34701	57601
1.34701	58801
1.34701	60001
1.34701	61201
1.35091	62401
1.35091	63601
1.35091	64801
1.35091	66001
1.35091	67201
1.35091	68401
1.35091	69601
1.35091	70801
1.35091	72001
1.35481	73201
1.35481	74401
1.35481	75601
1.35481	76801
1.35481	78001
1.35481	79201
1.35481	80401
1.35481	81601
1.35481	82801
1.35481	84001
1.35481	85201
1.35871	86401
1.35871	87601
1.35871	88801
1.35871	90001
1.35871	91201
1.35871	92401
1.35871	93601
1.35871	94801
1.35871	96001
1.35871	97201
1.35871	98401
1.36261	99601
1.36261	100801
1.36261	102001
1.36261	103201
1.36261	104401
1.36261	105601
1.36261	106801
1.36261	108001
1.36261	109201
1.36261	110401
1.36261	111601
1.36261	112801
1.36261	114001
1.36651	115201
1.36651	116401
1.36651	117601
1.36651	118801
1.36651	120001
1.36651	121201
1.36651	122401
1.36651	123601
1.36651	124801
1.36651	126001
1.36651	127201
1.36651	128401
1.36651	129601
1.37041	130801
1.37041	132001
1.37041	133201
1.37041	134401
1.37041	135601
1.37041	136801
1.37041	138001
1.37041	139201
1.37041	140401
1.37041	141601
1.37041	142801
1.37041	144001
1.37041	145201
1.37041	146401
1.37041	147601
1.37431	148801
1.37431	150001
1.37431	151201
1.37431	152401
1.37431	153601
1.37431	154801
1.37431	156001
1.37431	157201
1.37431	158401
1.37431	159601
1.37431	160801
1.37431	162001
1.37431	163201
1.37431	164401
1.37431	165601
1.37821	166801
1.37821	168001
1.37821	169201
1.37821	170401
1.37821	171601
1.37821	172801
1.37821	174001
1.37821	175201
1.37821	176401
1.37821	177601
1.37821	178801
1.37821	180001
1.37821	181201
1.37821	182401
1.37821	183601
1.38211	184801
1.38211	186001
1.38211	187201
1.38211	188401
1.38211	189601
1.38211	190801
1.38211	192001
1.38211	193201
1.38211	194401
1.38211	195601
1.38211	196801
1.38211	198001
1.38211	199201
1.38211	200401
1.38601	201601
1.38601	202801
1.38601	204001
1.38601	205201
1.38601	206401
1.38601	207601
1.38601	208801
1.38601	210001
1.38601	211201
1.38601	212401
1.38601	213601
1.38601	214801
1.38601	216001
1.38601	217201
1.38601	218401
1.38991	219601
1.38991	220801
1.38991	222001
1.38991	223201
1.38991	224401
1.38991	225601
1.38991	226801
1.38991	228001
1.38991	229201
1.38991	230401
1.38991	231601
1.38991	232801
1.38991	234001
1.38991	235201
1.38991	236401
1.38991	237601
1.38991	238801
1.39381	240001
1.39381	241201
1.39381	242401
1.39381	243601
1.39381	244801
1.39381	246001
1.39381	247201
1.39381	248401
1.39381	249601
1.39381	250801
1.39381	252001
1.39381	253201
1.39381	254401
1.39381	255601
1.39381	256801
1.39381	258001
1.39381	259201
1.39771	260401
1.39771	261601
1.39771	262801
1.39771	264001
1.39771	265201
1.39771	266401
1.39771	267601
1.39771	268801
1.39771	270001
1.39771	271201
1.39771	272401
1.39771	273601
1.39771	274801
1.39771	276001
1.39771	277201
1.39771	278401
1.39771	279601
1.39771	280801
1.39771	282001
1.40161	283201
1.40161	284401
1.40161	285601
1.40161	286801
1.40161	288001
1.40161	289201
1.40161	290401
1.40161	291601
1.40161	292801
1.40161	294001
1.40161	295201
1.40161	296401
1.40161	297601
1.40161	298801
1.40161	300001
1.40161	301201
1.40161	302401
1.40161	303601
1.40161	304801
1.40551	306001
1.40551	307201
1.40551	308401
1.40551	309601
1.40551	310801
1.40551	312001
1.40551	313201
1.40551	314401
1.40551	315601
1.40551	316801
1.40551	318001
1.40551	319201
1.40551	320401
1.40551	321601
1.40551	322801
1.40551	324001
1.40551	325201
1.40551	326401
1.40551	327601
1.40551	328801
1.40551	330001
1.40941	331201
1.40941	332401
1.40941	333601
1.40941	334801
1.40941	336001
1.40941	337201
1.40941	338401
1.40941	339601
1.40941	340801
1.40941	342001
1.40941	343201
1.40941	344401
1.40941	345601
1.40941	346801
1.40941	348001
1.40941	349201
1.40941	350401
1.40941	351601
1.40941	352801
1.40941	354001
1.41331	355201
1.41331	356401
1.41331	357601
1.41331	358801
1.41331	360001
1.41331	361201
1.41331	362401
1.41331	363601
1.41331	364801
1.41331	366001
1.41331	367201
1.41331	368401
1.41331	369601
1.41331	370801
1.41331	372001
1.41331	373201
1.41331	374401
1.41331	375601
1.41331	376801
1.41331	378001
1.41331	379201
1.41721	380401
1.41721	381601
1.41721	382801
1.41721	384001
1.41721	385201
1.41721	386401
1.41721	387601
1.41721	388801
1.41721	390001
1.41721	391201
1.41721	392401
1.41721	393601
1.41721	394801
1.41721	396001
1.41721	397201
1.41721	398401
1.41721	399601
1.41721	400801
1.41721	402001
1.41721	403201
1.41721	404401
1.41721	405601
1.41721	406801
1.42111	408001
1.42111	409201
1.42111	410401
1.42111	411601
1.42111	412801
1.42111	414001
1.42111	415201
1.42111	416401
1.42111	417601
1.42111	418801
1.42111	420001
1.42111	421201
1.42111	422401
1.42111	423601
1.42111	424801
1.42111	426001
1.42111	427201
1.42111	428401
1.42111	429601
1.42121	430801
1.42121	432001
1.42121	433201
1.42121	434401
1.42121	435601
1.42121	436801
1.42501	438001
1.42501	439201
1.42501	440401
1.42501	441601
