0.103808	0	0.003
0.107708	0.003	0.003125
0.111608	0.003125	0.00323437
0.115508	0.00323437	0.00333008
0.119408	0.00333008	0.00391382
0.119408	0.00391382	0.00392459
0.123308	0.00392459	0.00393402
0.123308	0.00393402	0.00394226
0.123308	0.00394226	0.00394948
0.127208	0.00394948	0.00395579
0.127208	0.00395579	0.00396132
0.127208	0.00396132	0.00396615
0.127208	0.00396615	0.00397038
0.131108	0.00397038	0.00447409
0.131108	0.00447409	0.00441482
0.131108	0.00441482	0.00436297
0.131108	0.00436297	0.0043176
0.131108	0.0043176	0.0042779
0.131108	0.0042779	0.00424316
0.135008	0.00424316	0.00471276
0.135008	0.00471276	0.00462367
0.135008	0.00462367	0.00454571
0.135008	0.00454571	0.0044775
0.135008	0.0044775	0.00441781
0.135008	0.00441781	0.00436558
0.135008	0.00436558	0.00431988
0.135008	0.00431988	0.0042799
0.135908	0.0042799	0.00424491
0.138908	0.00424491	0.0045893
0.138908	0.0045893	0.00439063
0.138908	0.00439063	0.0042168
0.138908	0.0042168	0.0040647
0.138908	0.0040647	0.00393162
0.138908	0.00393162	0.00381516
0.138908	0.00381516	0.00371327
0.138908	0.00371327	0.00362411
0.138908	0.00362411	0.00354609
0.138908	0.00354609	0.00347783
0.138908	0.00347783	0.0034181
0.139808	0.0034181	0.00349084
0.139808	0.00349084	0.00355449
0.139808	0.00355449	0.00361017
0.142808	0.00361017	0.0036589
0.142808	0.0036589	0.00370154
0.142808	0.00370154	0.00373885
0.142908	0.00373885	0.00377149
0.142908	0.00377149	0.00380005
0.142908	0.00380005	0.00382505
0.142908	0.00382505	0.00384691
0.142908	0.00384691	0.00386605
0.142908	0.00386605	0.00388279
0.142908	0.00388279	0.00389744
0.142908	0.00389744	0.00391026
0.142908	0.00391026	0.00392148
0.142908	0.00392148	0.00393129
0.142908	0.00393129	0.00393988
0.142908	0.00393988	0.0039474
0.143708	0.0039474	0.00407897
0.143708	0.00407897	0.0041941
0.143708	0.0041941	0.00416984
0.143708	0.00416984	0.00414861
0.143708	0.00414861	0.00413003
0.143708	0.00413003	0.00411378
0.146708	0.00411378	0.00409955
0.146708	0.00409955	0.00408711
0.146708	0.00408711	0.00407622
0.146708	0.00407622	0.00406669
0.146708	0.00406669	0.00405835
0.146808	0.00405835	0.00405106
0.146908	0.00405106	0.00404468
0.146908	0.00404468	0.00403909
0.146908	0.00403909	0.0040342
0.146908	0.0040342	0.00402993
0.146908	0.00402993	0.00402619
0.146908	0.00402619	0.00402291
0.146908	0.00402291	0.00402005
0.146908	0.00402005	0.00401754
0.146908	0.00401754	0.00401535
0.146908	0.00401535	0.00401343
0.146908	0.00401343	0.00401175
0.146908	0.00401175	0.00401028
0.146908	0.00401028	0.004009
0.146908	0.004009	0.00400787
0.146908	0.00400787	0.00400689
0.147608	0.00400689	0.00413103
0.147608	0.00413103	0.00423965
0.147608	0.00423965	0.00420969
0.147608	0.00420969	0.00418348
0.147608	0.00418348	0.00416054
0.147608	0.00416054	0.00414048
0.147608	0.00414048	0.00412292
0.147608	0.00412292	0.00410755
0.147608	0.00410755	0.00409411
0.147808	0.00409411	0.00408234
0.150608	0.00408234	0.00444705
0.150608	0.00444705	0.00439117
0.150608	0.00439117	0.00434227
0.150608	0.00434227	0.00429949
0.150608	0.00429949	0.00426205
0.150608	0.00426205	0.0042293
0.150608	0.0042293	0.00420063
0.150708	0.00420063	0.00417555
0.150708	0.00417555	0.00415361
0.150708	0.00415361	0.00413441
0.150708	0.00413441	0.00411761
0.150708	0.00411761	0.0041029
0.150708	0.0041029	0.00409004
0.150708	0.00409004	0.00407878
0.150708	0.00407878	0.00406894
0.150708	0.00406894	0.00406032
0.150708	0.00406032	0.00405278
0.150808	0.00405278	0.00404618
0.150808	0.00404618	0.00404041
0.150908	0.00404041	0.00403536
0.150908	0.00403536	0.00403094
0.150908	0.00403094	0.00402707
0.150908	0.00402707	0.00402368
0.150908	0.00402368	0.00402072
0.150908	0.00402072	0.00401813
0.150908	0.00401813	0.00401587
0.150908	0.00401587	0.00401388
0.150908	0.00401388	0.00401215
0.150908	0.00401215	0.00401063
0.150908	0.00401063	0.0040093
0.150908	0.0040093	0.00400814
0.151508	0.00400814	0.00413212
0.151508	0.00413212	0.0041156
0.151508	0.0041156	0.00410115
0.151508	0.00410115	0.00408851
0.151508	0.00408851	0.00407744
0.151508	0.00407744	0.00406776
0.151508	0.00406776	0.00405929
0.151508	0.00405929	0.00405188
0.151508	0.00405188	0.0040454
0.151508	0.0040454	0.00403972
0.154508	0.00403972	0.00440975
0.154508	0.00440975	0.00473353
0.154508	0.00473353	0.00501684
0.154508	0.00501684	0.00526474
0.154508	0.00526474	0.00548164
0.154508	0.00548164	0.00567144
0.154508	0.00567144	0.00546251
0.154508	0.00546251	0.00527969
0.154508	0.00527969	0.00511973
0.154508	0.00511973	0.00497976
0.154508	0.00497976	0.00485729
0.154508	0.00485729	0.00475013
0.154508	0.00475013	0.00465636
0.154508	0.00465636	0.00457432
0.154508	0.00457432	0.00450253
0.154608	0.00450253	0.00443971
0.154608	0.00443971	0.00438475
0.154708	0.00438475	0.00433665
0.154708	0.00433665	0.00429457
0.154708	0.00429457	0.00425775
0.154708	0.00425775	0.00422553
0.154708	0.00422553	0.00419734
0.154708	0.00419734	0.00417267
0.154708	0.00417267	0.00415109
0.154708	0.00415109	0.0041322
0.154708	0.0041322	0.00411568
0.154708	0.00411568	0.00410122
0.154708	0.00410122	0.00408856
0.154708	0.00408856	0.00407749
0.154708	0.00407749	0.0040678
0.154708	0.0040678	0.00405933
0.154708	0.00405933	0.00405191
0.154708	0.00405191	0.00404542
0.154708	0.00404542	0.00403974
0.154708	0.00403974	0.00403478
0.154808	0.00403478	0.00403043
0.154808	0.00403043	0.00402662
0.154808	0.00402662	0.0040233
0.154808	0.0040233	0.00402038
0.154808	0.00402038	0.00401784
0.154808	0.00401784	0.00401561
0.154808	0.00401561	0.00401365
0.154808	0.00401365	0.00401195
0.154808	0.00401195	0.00401045
0.154808	0.00401045	0.00400915
0.154808	0.00400915	0.004008
0.154808	0.004008	0.004007
0.154808	0.004007	0.00400613
0.154808	0.00400613	0.00400536
0.154808	0.00400536	0.00400469
0.154808	0.00400469	0.0040041
0.155308	0.0040041	0.00412859
0.155308	0.00412859	0.00423752
0.155308	0.00423752	0.00420783
0.155308	0.00420783	0.00418185
0.155308	0.00418185	0.00415912
0.155408	0.00415912	0.00413923
0.155408	0.00413923	0.00412182
0.155408	0.00412182	0.00410659
0.155408	0.00410659	0.00409327
0.155408	0.00409327	0.00408161
0.155408	0.00408161	0.00407141
0.155408	0.00407141	0.00406248
0.155408	0.00406248	0.00405467
0.155408	0.00405467	0.00404784
0.155408	0.00404784	0.00404186
0.155608	0.00404186	0.00403662
0.158408	0.00403662	0.00440705
0.158508	0.00440705	0.00435617
0.158508	0.00435617	0.00431164
0.158508	0.00431164	0.00427269
0.158508	0.00427269	0.0042386
0.158508	0.0042386	0.00420878
0.158508	0.00420878	0.00418268
0.158508	0.00418268	0.00415984
0.158508	0.00415984	0.00413986
0.158508	0.00413986	0.00412238
0.158508	0.00412238	0.00410708
0.158508	0.00410708	0.0040937
0.158508	0.0040937	0.00408198
0.158508	0.00408198	0.00407174
0.158508	0.00407174	0.00406277
0.158508	0.00406277	0.00405492
0.158508	0.00405492	0.00404806
0.158508	0.00404806	0.00404205
0.158508	0.00404205	0.00403679
0.158608	0.00403679	0.00403219
0.158608	0.00403219	0.00402817
0.158608	0.00402817	0.00402465
0.158608	0.00402465	0.00402157
0.158608	0.00402157	0.00401887
0.158608	0.00401887	0.00401651
0.158608	0.00401651	0.00401445
0.158608	0.00401445	0.00401264
0.158608	0.00401264	0.00401106
0.158608	0.00401106	0.00400968
0.158608	0.00400968	0.00400847
0.158608	0.00400847	0.00400741
0.158608	0.00400741	0.00400648
0.158608	0.00400648	0.00400567
0.158608	0.00400567	0.00400496
0.158608	0.00400496	0.00400434
0.158608	0.00400434	0.0040038
0.158608	0.0040038	0.00400332
0.158708	0.00400332	0.00400291
0.158708	0.00400291	0.00400254
0.158708	0.00400254	0.00400222
0.158708	0.00400222	0.00400195
0.158708	0.00400195	0.0040017
0.158708	0.0040017	0.00400149
0.158708	0.00400149	0.0040013
0.158708	0.0040013	0.00400114
0.158708	0.00400114	0.004001
0.158708	0.004001	0.00400087
0.158708	0.00400087	0.00400076
0.158708	0.00400076	0.00400067
0.158708	0.00400067	0.00400058
0.158708	0.00400058	0.00400051
0.158708	0.00400051	0.00400045
0.158708	0.00400045	0.00400039
0.158708	0.00400039	0.00400034
0.158708	0.00400034	0.0040003
0.158708	0.0040003	0.00400026
0.158808	0.00400026	0.00400023
0.158808	0.00400023	0.0040002
0.158808	0.0040002	0.00400017
0.158808	0.00400017	0.00400015
0.158808	0.00400015	0.00400013
0.158808	0.00400013	0.00400011
0.158808	0.00400011	0.0040001
0.158808	0.0040001	0.00400009
0.158808	0.00400009	0.00400007
0.158808	0.00400007	0.00400006
0.158808	0.00400006	0.00400006
0.158808	0.00400006	0.00400005
0.158808	0.00400005	0.00400004
0.158808	0.00400004	0.00400004
0.158808	0.00400004	0.00400003
0.158808	0.00400003	0.00400003
0.158808	0.00400003	0.00400002
0.158908	0.00400002	0.00400002
0.158908	0.00400002	0.00400002
0.158908	0.00400002	0.00400001
0.158908	0.00400001	0.00400001
0.159008	0.00400001	0.00400001
0.159008	0.00400001	0.00400001
0.159008	0.00400001	0.00400001
0.159008	0.00400001	0.00400001
0.159008	0.00400001	0.00400001
0.159008	0.00400001	0.004
0.159108	0.004	0.004
0.159108	0.004	0.004
0.159108	0.004	0.004
0.159108	0.004	0.004
0.162308	0.004	0.004375
0.162308	0.004375	0.00470312
0.162308	0.00470312	0.00499023
0.162308	0.00499023	0.00524145
0.162308	0.00524145	0.00546127
0.162308	0.00546127	0.00565361
0.162308	0.00565361	0.00544691
0.162408	0.00544691	0.00526605
0.162508	0.00526605	0.00510779
0.162508	0.00510779	0.00496932
0.162508	0.00496932	0.00484815
0.162508	0.00484815	0.00474213
0.162508	0.00474213	0.00464937
0.162508	0.00464937	0.00456819
0.162508	0.00456819	0.00449717
0.162508	0.00449717	0.00443502
0.162508	0.00443502	0.00438064
0.162508	0.00438064	0.00433306
